Age,Name,Country,Sex,Date of Birth,Height cm,Weight kg,Medal winner,Gold,Silver,Bronze,Total,Sport,Number of events,Event,BMI,BMI classification
32,Will Godward,Australia,M,4/15/1984,189,95,No,0,0,0,0,Shooting,1,Shooting 50m Rifle 3 Positions Men,26.59500014,Overweight
24,Darian King,Barbados,M,4/26/1992,172,70,No,0,0,0,0,Tennis,1,Tennis Men's Singles,23.66143862,Normal
27,Tom Mitchell,Great Britain,M,7/22/1989,178,85,Yes,0,1,0,1,Rugby Sevens,1,Rugby Sevens Men,26.82742078,Overweight
31,Lucas Jakubczyk,Germany,M,4/28/1985,183,77,No,0,0,0,0,Athletics,2,"Athletics Men's 100m
,Athletics Men's 4 x 100m Relay",22.99262444,Normal
23,Vincent Breet,South Africa,M,4/26/1993,195,92,No,0,0,0,0,Rowing,1,Rowing Men's Four,24.19460881,Normal
21,Ratchanok Intanon,Thailand,F,2/05/1995,169,59,No,0,0,0,0,Badminton,1,Badminton Women's Singles,20.65754,Normal
23,Chiara Masini Luccetti,Italy,F,3/26/1993,171,63,No,0,0,0,0,Aquatics,1,Swimming Women's 4 x 200m Freestyle Relay,21.5450908,Normal
22,Sheila Chajira,Kenya,F,12/20/1993,165,73,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,26.81359045,Overweight
33,Junghwan Kim,South Korea,M,11/02/1983,178,66,Yes,0,0,1,1,Fencing,1,Fencing Men's Sabre Individual,20.83070319,Normal
31,Galina Voskoboeva,Kazakhstan,F,12/18/1984,183,67,No,0,0,0,0,Tennis,2,"Tennis Women's Singles
,Tennis Women's Doubles",20.00656932,Normal
25,Grigori Minaskin,Estonia,M,2/01/1991,178,100,No,0,0,0,0,Judo,1,Judo Men -100 kg,31.56167151,Obese
22,Adam Gemili,Great Britain,M,10/06/1993,178,75,No,0,0,0,0,Athletics,2,"Athletics Men's 200m
,Athletics Men's 4 x 100m Relay",23.67125363,Normal
23,Annette Duetz,Netherlands,F,6/29/1993,180,74,No,0,0,0,0,Sailing,1,Sailing 49er FX Women,22.83950617,Normal
31,Tamara Tatham,Canada,F,8/19/1985,185,79,No,0,0,0,0,Basketball,1,Basketball Women,23.082542,Normal
25,Ievegeniia Tetelbaum,Israel,F,7/31/1991,158,48,No,0,0,0,0,Aquatics,1,Synchronised Swimming Duets,19.22768787,Normal
19,Valentina Gustin,Croatia,F,11/20/1996,172,61,No,0,0,0,0,Shooting,1,Shooting 10m Air Rifle Women,20.61925365,Normal
24,Kateryna Sadurska,Ukraine,F,7/19/1992,178,58,No,0,0,0,0,Aquatics,1,Synchronised Swimming Teams,18.30576947,Underweight
30,Sandra Galvis,Colombia,F,6/28/1986,160,46,No,0,0,0,0,Athletics,1,Athletics Women's 20km Walk,17.96875,Underweight
25,Luka Bozic,Slovenia,M,1/09/1991,173,72,No,0,0,0,0,Canoe,1,Canoe Slalom Canoe Double (C2) Men,24.05693475,Normal
23,Martina Carraro,Italy,F,6/21/1993,175,60,No,0,0,0,0,Aquatics,1,Swimming Women's 100m Breaststroke,19.59183673,Normal
25,Luca Leonardi,Italy,M,1/01/1991,191,78,No,0,0,0,0,Aquatics,1,Swimming Men's 4 x 100m Freestyle Relay,21.38099285,Normal
20,Mohamed Daud Mohamed,Somalia,M,3/01/1996,,,No,0,0,0,0,Athletics,1,Athletics Men's 5000m,,
26,Alin Alexuc Ciurariu,Romania,M,2/03/1990,191,105,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 98 kg,28.78210575,Overweight
25,Pal Joensen,Denmark,M,12/10/1990,183,76,No,0,0,0,0,Aquatics,1,Swimming Men's 1500m Freestyle,22.69401893,Normal
20,Besu Sado,Ethiopia,F,6/12/1996,172,56,No,0,0,0,0,Athletics,1,Athletics Women's 1500m,18.92915089,Normal
23,Bachana Khorava,Georgia,M,3/15/1993,171,67,No,0,0,0,0,Athletics,1,Athletics Men's Long Jump,22.91303307,Normal
24,Veronica Cepede Royg,Paraguay,F,1/21/1992,163,65,No,0,0,0,0,Tennis,1,Tennis Women's Singles,24.4646016,Normal
22,Muktar Edris,Ethiopia,M,1/14/1994,171,60,No,0,0,0,0,Athletics,1,Athletics Men's 5000m,20.51913409,Normal
17,Victor Cuesta,Argentina,M,11/19/1998,164,65,No,0,0,0,0,Football,1,Football Men,24.1671624,Normal
28,Doreen Amata,Nigeria,F,5/06/1988,191,63,No,0,0,0,0,Athletics,1,Athletics Women's High Jump,17.26926345,Underweight
25,Aran Zalewski,Australia,M,3/21/1991,186,80,No,0,0,0,0,Hockey,1,Hockey Men,23.12406059,Normal
25,Angelina Kysla,Ukraine,F,2/15/1991,158,49,No,0,0,0,0,Gymnastics,6,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around",19.6282647,Normal
23,Angela Clavijo,Colombia,F,11/01/1993,163,62,No,0,0,0,0,Football,1,Football Women,23.33546614,Normal
24,Daniel Natea,Romania,M,4/21/1992,203,170,No,0,0,0,0,Judo,1,Judo Men +100 kg,41.25312432,Morbidly obese
30,Carolina Rodriguez,Spain,F,5/24/1986,164,48,No,0,0,0,0,Gymnastics,1,Rhythmic Gymnastics Individual All-Around,17.84651993,Underweight
36,Elisa Rigaudo,Italy,F,6/17/1980,168,53,No,0,0,0,0,Athletics,1,Athletics Women's 20km Walk,18.77834467,Normal
19,Brian Afanador,Puerto Rico,M,3/06/1997,175,68,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Singles,22.20408163,Normal
29,Radoslava Mavrodieva,Bulgaria,F,3/13/1987,176,94,No,0,0,0,0,Athletics,1,Athletics Women's Shot Put,30.34607438,Obese
23,Zsofia Foldhazi,Hungary,F,6/09/1993,170,54,No,0,0,0,0,Modern Pentathlon,1,Modern Pentathlon Women's Individual,18.68512111,Normal
27,Blair Tuke,New Zealand,M,7/25/1989,181,78,Yes,1,0,0,1,Sailing,1,Sailing 49er Men,23.80879705,Normal
28,Clelia Reuse-Rard,Switzerland,F,8/01/1988,170,57,No,0,0,0,0,Athletics,1,Athletics Women's 100m Hurdles,19.72318339,Normal
26,Antonio Alkana,South Africa,M,4/12/1990,183,76,No,0,0,0,0,Athletics,1,Athletics Men's 110m Hurdles,22.69401893,Normal
31,Johan Magnus Euren,Sweden,M,5/18/1985,192,120,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 130 kg,32.55208333,Obese
26,Taehwan Park,South Korea,M,11/27/1989,183,73,No,0,0,0,0,Aquatics,4,"Swimming Men's 100m Freestyle
,Swimming Men's 200m Freestyle
,Swimming Men's 400m Freestyle
,Swimming Men's 1500m Freestyle",21.79820239,Normal
21,Blabjerg Mathiasen,Denmark,M,1/11/1995,185,78,No,0,0,0,0,Football,1,Football Men,22.79035793,Normal
30,William Collazo,Cuba,M,8/31/1986,172,71,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 400m Relay,23.99945917,Normal
31,Lauren Crandall,United States,F,3/17/1985,161,57,No,0,0,0,0,Hockey,1,Hockey Women,21.98989237,Normal
19,Sunwoo Kim,South Korea,F,10/07/1996,165,57,No,0,0,0,0,Modern Pentathlon,1,Modern Pentathlon Women's Individual,20.93663912,Normal
19,null,Great Britain,M,4/24/1997,192,72,No,0,0,0,0,Aquatics,1,Swimming Men's 1500m Freestyle,19.53125,Normal
38,Nikola Girke,Canada,F,12/30/1977,178,65,No,0,0,0,0,Sailing,1,Sailing Nacra 17 Mixed,20.51508648,Normal
22,Peter Bol,Australia,M,2/22/1994,177,63,No,0,0,0,0,Athletics,1,Athletics Men's 800m,20.10916403,Normal
21,Francesca Pattaro,Italy,F,3/12/1995,170,58,No,0,0,0,0,Cycling,1,Cycling Track Women's Team Pursuit,20.06920415,Normal
24,Thomas Barr,Ireland,M,7/24/1992,183,70,No,0,0,0,0,Athletics,1,Athletics Men's 400m Hurdles,20.90238586,Normal
27,Ghofrane Mohamed,Syria,F,6/06/1989,168,60,No,0,0,0,0,Athletics,1,Athletics Women's 400m Hurdles,21.2585034,Normal
35,Lois Maikel Martinez,Spain,M,6/03/1981,187,120,No,0,0,0,0,Athletics,1,Athletics Men's Discus Throw,34.31610855,Obese
26,Meline Gerard,France,F,5/30/1990,168,61,No,0,0,0,0,Football,1,Football Women,21.61281179,Normal
21,Anthonny Sitraka Ralefy,Madagascar,M,7/10/1995,182,79,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Butterfly,23.8497766,Normal
30,Shahar Zubari,Israel,M,11/01/1986,177,68,No,0,0,0,0,Sailing,1,Sailing RS:X Men,21.70512943,Normal
29,Shota Hazui,Japan,M,11/30/1986,177,77,No,0,0,0,0,Aquatics,1,Water Polo Men,24.57786715,Normal
31,Annike Krahn,Germany,F,7/01/1985,173,61,Yes,1,0,0,1,Football,1,Football Women,20.38156971,Normal
30,Yuki Ebihara,Japan,F,10/28/1985,164,68,No,0,0,0,0,Athletics,1,Athletics Women's Javelin Throw,25.2825699,Overweight
31,Anyika Onuora,Great Britain,F,10/28/1984,178,76,Yes,0,0,1,1,Athletics,1,Athletics Women's 4 x 400m Relay,23.98687034,Normal
33,Matej Toth,Slovakia,M,2/10/1983,185,73,Yes,1,0,0,1,Athletics,1,Athletics Men's 50km Walk,21.32943755,Normal
24,Jonathan Alan Smith,South Africa,M,2/19/1992,195,93,No,0,0,0,0,Rowing,1,Rowing Men's Four,24.45759369,Normal
29,Elisa Bozzo,Italy,F,5/08/1987,170,59,No,0,0,0,0,Aquatics,1,Synchronised Swimming Teams,20.41522491,Normal
21,Yang Wang,Slovakia,M,11/24/1994,183,73,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Singles,21.79820239,Normal
27,Rosaria Aiello,Italy,F,5/12/1989,172,74,Yes,0,1,0,1,Aquatics,1,Water Polo Women,25.01352082,Overweight
25,Maria Springwald,Poland,F,7/30/1991,174,69,Yes,0,0,1,1,Rowing,1,Rowing Women's Quadruple Sculls,22.79032897,Normal
30,Yolymar Pineda,Venezuela,F,11/14/1985,165,53,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,19.46740129,Normal
17,Rune Hermans,Belgium,F,5/09/1999,159,48,No,0,0,0,0,Gymnastics,7,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around
,Artistic Gymnastics Women's Team",18.98659072,Normal
24,null,Kazakhstan,F,1/25/1992,165,48,Yes,0,0,1,1,Judo,1,Judo Women -48 kg,17.63085399,Underweight
30,Marcos Madrid,Mexico,M,11/06/1986,180,68,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Singles,20.98765432,Normal
28,Michael Darling,Ireland,M,7/03/1988,170,65,No,0,0,0,0,Hockey,1,Hockey Men,22.49134948,Normal
26,Matthieu Rosset,France,M,5/26/1990,170,68,No,0,0,0,0,Aquatics,1,Diving Men's 3m Springboard,23.52941176,Normal
27,Eric Woelfl,Canada,M,7/18/1989,193,69,No,0,0,0,0,Rowing,1,Rowing Lightweight Men's Four,18.52398722,Normal
26,Lindaweni Fanetri,Indonesia,F,1/18/1990,167,60,No,0,0,0,0,Badminton,1,Badminton Women's Singles,21.51385851,Normal
22,Kyle Evans,Great Britain,M,11/26/1993,180,81,No,0,0,0,0,Cycling,1,Cycling BMX Men,25,Overweight
32,Lucia Hrivnak Klocova,Slovakia,F,11/20/1983,172,58,No,0,0,0,0,Athletics,2,"Athletics Women's 800m
,Athletics Women's 1500m",19.605192,Normal
22,Bin Feng,China,F,4/03/1994,184,95,No,0,0,0,0,Athletics,1,Athletics Women's Discus Throw,28.0600189,Overweight
34,Silvia Valsecchi,Italy,F,7/19/1982,160,60,No,0,0,0,0,Cycling,1,Cycling Track Women's Team Pursuit,23.4375,Normal
25,Mario Paonessa,Italy,M,12/09/1990,190,85,No,0,0,0,0,Rowing,1,Rowing Men's Eight,23.54570637,Normal
23,Changgeun Lee,South Korea,M,8/30/1993,,,No,0,0,0,0,Football,1,Football Men,,
32,Pietro Figlioli,Italy,M,5/29/1984,191,98,Yes,0,0,1,1,Aquatics,1,Water Polo Men,26.8632987,Overweight
30,Edgaras Venckaitis,Lithuania,M,12/12/1985,171,70,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 66 kg,23.93898977,Normal
24,Haley Anderson,United States,F,11/20/1991,178,68,No,0,0,0,0,Aquatics,1,Marathon Swimming Women's 10km,21.46193662,Normal
22,Estefania Alvarez Piedrahita,Colombia,F,8/25/1994,162,60,No,0,0,0,0,Aquatics,1,Synchronised Swimming Duets,22.86236854,Normal
33,Coen de Koning,Netherlands,M,4/05/1983,183,74,No,0,0,0,0,Sailing,1,Sailing Nacra 17 Mixed,22.09680791,Normal
24,Crystal Dunn,United States,F,7/03/1992,157,54,No,0,0,0,0,Football,1,Football Women,21.90758246,Normal
30,Ana Maria Rendon,Colombia,F,3/10/1986,160,63,No,0,0,0,0,Archery,2,"Archery Women's Individual
,Archery Women's Team",24.609375,Normal
32,Ferenc Szentirmai,Ukraine,M,11/29/1983,180,75,No,0,0,0,0,Equestrian,2,"Equestrian Jumping Individual
,Equestrian Jumping Team",23.14814815,Normal
20,Timothy Wynter,Jamaica,M,1/16/1996,187,77,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Backstroke,22.01950299,Normal
24,Sophie Mackenzie,New Zealand,F,3/31/1992,172,57,No,0,0,0,0,Rowing,1,Rowing Lightweight Women's Double Sculls,19.26717144,Normal
26,Javier Jimenez Scull,Cuba,M,11/16/1989,198,89,No,0,0,0,0,Volleyball,1,Volleyball Men,22.70176513,Normal
27,Semoy Hackett,Trinidad and Tobago,F,11/27/1988,173,61,No,0,0,0,0,Athletics,3,"Athletics Women's 100m
,Athletics Women's 200m
,Athletics Women's 4 x 100m Relay",20.38156971,Normal
22,Houd Zourdani,Algeria,M,10/17/1993,165,66,No,0,0,0,0,Judo,1,Judo Men -66 kg,24.24242424,Normal
23,Khushbir Kaur,India,F,7/09/1993,,,No,0,0,0,0,Athletics,1,Athletics Women's 20km Walk,,
32,Simon Wachira,Kenya,M,5/06/1984,170,65,No,0,0,0,0,Athletics,1,Athletics Men's 20km Walk,22.49134948,Normal
24,Oussama Hosni,Tunisia,M,11/17/1992,192,88,No,0,0,0,0,Handball,1,Handball Men,23.87152778,Normal
31,Tracey Lambrechs,New Zealand,F,8/27/1985,167,107,No,0,0,0,0,Weightlifting,1,Weightlifting Women's +75kg,38.36638101,Obese
24,Stefan Brits,South Africa,M,1/19/1992,183,72,No,0,0,0,0,Athletics,1,Athletics Men's Long Jump,21.49959688,Normal
27,Hyeonwoo Kim,South Korea,M,11/06/1988,173,80,Yes,0,0,1,1,Wrestling,1,Wrestling Men's Greco-Roman 75 kg,26.7299275,Overweight
29,Junghye Kwak,South Korea,F,11/19/1986,164,64,No,0,0,0,0,Shooting,1,Shooting 10m Air Pistol Women,23.7953599,Normal
24,null,Czech Republic,F,8/18/1992,173,64,No,0,0,0,0,Rowing,1,Rowing Women's Double Sculls,21.383942,Normal
35,Pietro Zucchetti,Italy,M,1/25/1981,188,82,No,0,0,0,0,Sailing,1,Sailing 49er Men,23.20054323,Normal
29,Zoe de Toledo,Great Britain,F,7/17/1987,172,58,Yes,0,1,0,1,Rowing,1,Rowing Women's Eight,19.605192,Normal
25,Srabani Nanda,India,F,5/07/1991,164,54,No,0,0,0,0,Athletics,1,Athletics Women's 200m,20.07733492,Normal
29,Andrija Prlainovic,Serbia,M,4/28/1987,187,93,Yes,1,0,0,1,Aquatics,1,Water Polo Men,26.59498413,Overweight
27,Igor Kovacevic,France,M,11/03/1988,190,85,No,0,0,0,0,Aquatics,1,Water Polo Men,23.54570637,Normal
29,Mandy Bujold,Canada,F,7/25/1987,160,,No,0,0,0,0,Boxing,1,Boxing Women's Fly (48-51kg),,
26,Tori Bowie,United States,F,8/27/1990,176,58,Yes,1,1,1,3,Athletics,3,"Athletics Women's 100m
,Athletics Women's 200m
,Athletics Women's 4 x 100m Relay",18.72417355,Normal
26,Sen Qiao,China,M,5/14/1990,197,85,No,0,0,0,0,Taekwondo,1,Taekwondo Men +80kg,21.9021361,Normal
28,Niccolo Campriani,Italy,M,11/06/1987,177,80,Yes,2,0,0,2,Shooting,3,"Shooting 10m Air Rifle Men
,Shooting 50m Rifle Prone Men
,Shooting 50m Rifle 3 Positions Men",25.53544639,Overweight
31,Maartje Paumen,Netherlands,F,11/19/1985,176,66,Yes,0,1,0,1,Hockey,1,Hockey Women,21.30681818,Normal
34,April Ross,United States,F,6/20/1982,186,74,Yes,0,0,1,1,Beach Volleyball,1,Beach Volleyball Women,21.38975604,Normal
31,Janet Owino,Kenya,F,8/08/1985,165,65,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,23.87511478,Normal
35,Julio Peralta,Chile,M,11/09/1981,189,80,No,0,0,0,0,Tennis,1,Tennis Men's Doubles,22.39578959,Normal
28,Chien-Hung Pan,Chinese Taipei,M,8/07/1988,169,69,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 69kg,24.15881797,Normal
22,Kyle Dodd,South Africa,M,2/11/1994,178,80,No,0,0,0,0,Cycling,1,Cycling BMX Men,25.2493372,Overweight
26,Samantha Murray,Great Britain,F,11/25/1989,174,60,No,0,0,0,0,Modern Pentathlon,1,Modern Pentathlon Women's Individual,19.81767737,Normal
22,Alexis Raynaud,France,M,8/19/1994,172,78,Yes,0,0,1,1,Shooting,1,Shooting 50m Rifle 3 Positions Men,26.36560303,Overweight
27,Aslan Kakhidze,Kazakhstan,M,10/28/1988,185,39,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 86 kg,11.39517896,Underweight
28,Radmila Petrovic,Montenegro,F,4/19/1988,175,60,No,0,0,0,0,Handball,1,Handball Women,19.59183673,Normal
26,Emiliano Lasa,Uruguay,M,1/25/1990,180,75,No,0,0,0,0,Athletics,1,Athletics Men's Long Jump,23.14814815,Normal
30,David Plummer,United States,M,10/09/1985,191,95,Yes,1,0,1,2,Aquatics,2,"Swimming Men's 100m Backstroke
,Swimming Men's 4 x 100m Medley Relay",26.04095282,Overweight
20,Jesus Liranzo,Venezuela,M,11/02/1995,174,60,No,0,0,0,0,Aquatics,1,Diving Men's 10m Platform,19.81767737,Normal
31,Kristel Kobrich,Chile,F,8/09/1985,170,60,No,0,0,0,0,Aquatics,2,"Swimming Women's 400m Freestyle
,Swimming Women's 800m Freestyle",20.76124567,Normal
28,Alex Casasayas,Spain,M,2/17/1988,183,78,No,0,0,0,0,Hockey,1,Hockey Men,23.29122996,Normal
24,Juan Diego Turcios,El Salvador,M,11/22/1992,179,81,No,0,0,0,0,Judo,1,Judo Men -81 kg,25.28010986,Overweight
30,Lucas Vila,Argentina,M,8/23/1986,172,75,Yes,1,0,0,1,Hockey,1,Hockey Men,25.35154137,Overweight
25,null,Georgia,M,6/21/1991,176,98,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 98 kg,31.63739669,Obese
26,Georgi Ivanov Ivanov,Bulgaria,M,11/11/1989,170,78,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 74 kg,26.98961938,Overweight
23,Munyo Solomon Mutai,Uganda,M,10/22/1992,,,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,,
23,Anna Santamans,France,F,4/25/1993,177,61,No,0,0,0,0,Aquatics,2,"Swimming Women's 50m Freestyle
,Swimming Women's 4 x 100m Freestyle Relay",19.47077787,Normal
30,Eleni Artymata,Cyprus,F,5/16/1986,177,62,No,0,0,0,0,Athletics,1,Athletics Women's 200m,19.78997095,Normal
33,Ahmad Alafasi,Ioa,M,1/10/1983,,,No,0,0,0,0,Shooting,1,Shooting Double Trap Men,,
22,Tikhomir Ivanov,Bulgaria,M,7/11/1994,197,76,No,0,0,0,0,Athletics,1,Athletics Men's High Jump,19.5830864,Normal
30,Wiktor Chabel,Poland,M,11/23/1985,197,93,No,0,0,0,0,Rowing,1,Rowing Men's Quadruple Sculls,23.96351362,Normal
27,Mariya Povkh,Ukraine,F,1/08/1989,166,64,No,0,0,0,0,Canoe,2,"Canoe Sprint Women's Kayak Single 500m
,Canoe Sprint Women's Kayak Four 500m",23.22543185,Normal
28,Jan Kudlicka,Czech Republic,M,4/29/1988,184,82,No,0,0,0,0,Athletics,1,Athletics Men's Pole Vault,24.22022684,Normal
41,Rebecca Rolls,New Zealand,F,8/22/1975,178,72,No,0,0,0,0,Football,1,Football Women,22.72440348,Normal
29,Anna Jenny Fransson,Sweden,F,7/18/1987,169,73,Yes,0,0,1,1,Wrestling,1,Wrestling Women's Freestyle 69 kg,25.55932916,Overweight
26,Aliona Dubitskaya,Belarus,F,1/25/1990,180,76,No,0,0,0,0,Athletics,1,Athletics Women's Shot Put,23.45679012,Normal
23,Sin Lam Sonia Lo,Hong Kong China,F,12/18/1992,166,59,No,0,0,0,0,Sailing,1,Sailing RS:X Women,21.41094498,Normal
24,Carlos Andres Munoz Jaramillo,Colombia,M,8/03/1992,180,75,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 75 kg,23.14814815,Normal
30,Maria Leonor Tavares,Portugal,F,11/24/1985,165,55,No,0,0,0,0,Athletics,1,Athletics Women's Pole Vault,20.2020202,Normal
23,Jens Jonsson,Denmark,M,1/10/1993,184,78,No,0,0,0,0,Football,1,Football Men,23.03875236,Normal
27,Dongna Li,China,F,12/06/1988,170,58,No,0,0,0,0,Football,1,Football Women,20.06920415,Normal
35,Pablo Defazio Abella,Uruguay,M,5/15/1981,170,67,No,0,0,0,0,Sailing,1,Sailing Nacra 17 Mixed,23.183391,Normal
23,Serhiy Kulish,Ukraine,M,4/17/1993,176,64,Yes,0,1,0,1,Shooting,3,"Shooting 10m Air Rifle Men
,Shooting 50m Rifle Prone Men
,Shooting 50m Rifle 3 Positions Men",20.66115702,Normal
25,Jakub Vadlejch,Czech Republic,M,10/10/1990,191,93,No,0,0,0,0,Athletics,1,Athletics Men's Javelin Throw,25.49272224,Overweight
34,Lindsay Whalen,United States,F,5/09/1982,175,72,Yes,1,0,0,1,Basketball,1,Basketball Women,23.51020408,Normal
27,Mengyu Yu,Singapore,F,8/18/1989,166,50,No,0,0,0,0,Table Tennis,2,"Table Tennis Women's Singles
,Table Tennis Women's Team",18.14486863,Underweight
28,Victor Claver,Spain,M,8/30/1988,206,107,Yes,0,0,1,1,Basketball,1,Basketball Men,25.21444057,Overweight
34,Artem Ermakov,Russian Federation,M,3/16/1982,188,80,No,0,0,0,0,Volleyball,1,Volleyball Men,22.63467632,Normal
22,Jake Packard,Australia,M,6/20/1994,195,68,Yes,0,0,1,1,Aquatics,2,"Swimming Men's 100m Breaststroke
,Swimming Men's 4 x 100m Medley Relay",17.88297173,Underweight
28,Polly Swann,Great Britain,F,6/05/1988,185,76,Yes,0,1,0,1,Rowing,1,Rowing Women's Eight,22.20598977,Normal
24,Paul Adams,Australia,M,6/04/1992,185,98,No,0,0,0,0,Shooting,1,Shooting Skeet Men,28.63403944,Overweight
39,Max Mirnyi,Belarus,M,7/06/1977,196,99,No,0,0,0,0,Tennis,1,Tennis Men's Doubles,25.77051229,Overweight
30,Sylvia Fowles,United States,F,10/06/1985,198,90,Yes,1,0,0,1,Basketball,1,Basketball Women,22.95684114,Normal
32,Boaz Meylink,Netherlands,M,3/22/1984,195,93,Yes,0,0,1,1,Rowing,1,Rowing Men's Eight,24.45759369,Normal
32,Daniel Vargas,Mexico,M,3/06/1984,162,53,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,20.19509221,Normal
31,Thi Le Dung Nguyen,Vietnam,F,11/09/1985,168,55,No,0,0,0,0,Fencing,1,Fencing Women's Sabre Individual,19.48696145,Normal
38,Marco Innocenti,Italy,M,8/16/1978,178,97,Yes,0,1,0,1,Shooting,1,Shooting Double Trap Men,30.61482136,Obese
22,Takanori Nagase,Japan,M,10/14/1993,181,81,Yes,0,0,1,1,Judo,1,Judo Men -81 kg,24.72452001,Normal
26,Tyler Martin,Australia,M,6/28/1990,196,98,No,0,0,0,0,Aquatics,1,Water Polo Men,25.51020408,Overweight
23,Pieter Braun,Netherlands,M,1/21/1993,187,85,No,0,0,0,0,Athletics,1,Athletics Men's Decathlon,24.30724356,Normal
18,Armandas Kelmelis,Lithuania,M,3/22/1998,193,86,No,0,0,0,0,Rowing,1,Rowing Men's Single Sculls,23.08786813,Normal
26,Georg Preidler,Austria,M,6/17/1990,189,70,No,0,0,0,0,Cycling,2,"Cycling Road Men's Individual Time Trial
,Cycling Road Men's Road Race",19.59631589,Normal
25,Dawit Wolde,Ethiopia,M,5/19/1991,180,64,No,0,0,0,0,Athletics,1,Athletics Men's 1500m,19.75308642,Normal
18,Dalila Abdulkadir,Bahrain,F,6/27/1998,156,46,No,0,0,0,0,Athletics,1,Athletics Women's 5000m,18.90203813,Normal
21,Chaopan Lin,China,M,8/27/1995,163,60,Yes,0,0,1,1,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",22.58270917,Normal
27,Juncheol Kwon,South Korea,M,11/16/1988,178,76,No,0,0,0,0,Shooting,1,Shooting 50m Rifle Prone Men,23.98687034,Normal
19,Xinyue Yuan,China,F,12/21/1996,201,78,Yes,1,0,0,1,Volleyball,1,Volleyball Women,19.30645281,Normal
31,Adrian Griffith,Bahamas,M,11/11/1984,178,75,No,0,0,0,0,Athletics,1,Athletics Men's 100m,23.67125363,Normal
36,Esther Barrugues Alvina,andorra,F,5/16/1980,164,60,No,0,0,0,0,Shooting,1,Shooting 10m Air Rifle Women,22.30814991,Normal
24,Mamed Ibragimov,Kazakhstan,M,6/09/1992,171,97,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 97 kg,33.17260012,Obese
24,Shavez Hart,Bahamas,M,11/06/1992,,,No,0,0,0,0,Athletics,2,"Athletics Men's 100m
,Athletics Men's 200m",,
26,Peng Han,China,F,12/20/1989,165,60,No,0,0,0,0,Football,1,Football Women,22.03856749,Normal
32,null,Germany,M,10/16/1983,180,70,No,0,0,0,0,Tennis,2,"Tennis Men's Singles
,Tennis Men's Doubles",21.60493827,Normal
41,Xuan Vinh Hoang,Vietnam,M,10/06/1974,175,75,Yes,1,1,0,2,Shooting,2,"Shooting 50m Pistol Men
,Shooting 10m Air Pistol Men",24.48979592,Normal
38,Jose Antonio Hermida Ramos,Spain,M,8/24/1978,172,67,No,0,0,0,0,Cycling,1,Cycling Mountain Bike Men's Cross-country,22.64737696,Normal
